"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"South Milwaukee","South Milwaukee","42.9119","-87.8624","United States","US","USA","Wisconsin","","20988","1840003032"
"Elm Grove","Elm Grove","43.0480","-88.0867","United States","US","USA","Wisconsin","","6170","1840003011"
"Jackson","Jackson","43.3244","-88.1668","United States","US","USA","Wisconsin","","7107","1840002832"
"Appleton","Appleton","44.2774","-88.3894","United States","US","USA","Wisconsin","","222222.0","1840002400"
"Oregon","Oregon","42.9252","-89.3887","United States","US","USA","Wisconsin","","12448.0","1840002922"
"Brookfield","Brookfield","43.0640","-88.1232","United States","US","USA","Wisconsin","","38045","1840003012"
"West Salem","West Salem","43.8989","-91.0882","United States","US","USA","Wisconsin","","5026","1840002575"
"Cottage Grove","Cottage Grove","43.0913","-89.2023","United States","US","USA","Wisconsin","","6939","1840002910"
"Saint Francis","Saint Francis","42.9716","-87.8730","United States","US","USA","Wisconsin","","9442","1840003049"
"Sheboygan Falls","Sheboygan Falls","43.7289","-87.8266","United States","US","USA","Wisconsin","","7928","1840002629"
"Lake Delton","Lake Delton","43.5936","-89.7845","United States","US","USA","Wisconsin","","5624.0","1840002718"
"De Pere","De Pere","44.4313","-88.0793","United States","US","USA","Wisconsin","","25034","1840002348"
"Stoughton","Stoughton","42.9237","-89.2219","United States","US","USA","Wisconsin","","13088","1840002901"
"West Allis","West Allis","43.0068","-88.0296","United States","US","USA","Wisconsin","","59934","1840003034"
"Tomah","Tomah","43.9883","-90.4996","United States","US","USA","Wisconsin","","9275.0","1840002566"
"Altoona","Altoona","44.8030","-91.4386","United States","US","USA","Wisconsin","","7680","1840002295"
"Harrison","Harrison","44.1923","-88.2913","United States","US","USA","Wisconsin","","9941","1840038103"
"Holmen","Holmen","43.9702","-91.2690","United States","US","USA","Wisconsin","","9887","1840002576"
"Allouez","Allouez","44.4721","-88.0261","United States","US","USA","Wisconsin","","13886","1840002346"
"Fox Point","Fox Point","43.1581","-87.9013","United States","US","USA","Wisconsin","","6670","1840003042"
"West Bend","West Bend","43.4184","-88.1822","United States","US","USA","Wisconsin","","69577.0","1840002829"
"Waukesha","Waukesha","43.0087","-88.2464","United States","US","USA","Wisconsin","","72489","1840003008"
"Bristol","Bristol","42.5378","-88.0149","United States","US","USA","Wisconsin","","5034","1840037916"
"Glendale","Glendale","43.1288","-87.9277","United States","US","USA","Wisconsin","","12728","1840003037"
"Monroe","Monroe","42.6026","-89.6374","United States","US","USA","Wisconsin","","10658.0","1840002464"
"Two Rivers","Two Rivers","44.1564","-87.5824","United States","US","USA","Wisconsin","","11153","1840002206"
"Wisconsin Rapids","Wisconsin Rapids","44.3928","-89.8265","United States","US","USA","Wisconsin","","28277.0","1840002333"
"Milwaukee","Milwaukee","43.0640","-87.9669","United States","US","USA","Wisconsin","","1377808.0","1840003046"
"Antigo","Antigo","45.1415","-89.1556","United States","US","USA","Wisconsin","","7708.0","1840001565"
"Bellevue","Bellevue","44.4593","-87.9554","United States","US","USA","Wisconsin","","15687","1840000308"
"Mequon","Mequon","43.2352","-87.9838","United States","US","USA","Wisconsin","","24159","1840037989"
"Fort Atkinson","Fort Atkinson","42.9253","-88.8441","United States","US","USA","Wisconsin","","21299.0","1840003004"
"Black River Falls","Black River Falls","44.2981","-90.8421","United States","US","USA","Wisconsin","","5490.0","1840002397"
"Menasha","Menasha","44.2125","-88.4271","United States","US","USA","Wisconsin","","17748","1840002243"
"Sturgeon Bay","Sturgeon Bay","44.8228","-87.3660","United States","US","USA","Wisconsin","","8405.0","1840003935"
"Whitefish Bay","Whitefish Bay","43.1132","-87.9004","United States","US","USA","Wisconsin","","13950","1840003036"
"Waunakee","Waunakee","43.1833","-89.4433","United States","US","USA","Wisconsin","","13755","1840002904"
"Madison","Madison","43.0808","-89.3922","United States","US","USA","Wisconsin","admin","439553.0","1840002915"
"Oak Creek","Oak Creek","42.8803","-87.9008","United States","US","USA","Wisconsin","","36354","1840003047"
"Wausau","Wausau","44.9615","-89.6436","United States","US","USA","Wisconsin","","73933.0","1840002163"
"Shawano","Shawano","44.7749","-88.5844","United States","US","USA","Wisconsin","","10158.0","1840002266"
"Ashwaubenon","Ashwaubenon","44.4795","-88.0889","United States","US","USA","Wisconsin","","17271","1840002342"
"Brown Deer","Brown Deer","43.1743","-87.9750","United States","US","USA","Wisconsin","","11964","1840003041"
"Racine","Racine","42.7274","-87.8135","United States","US","USA","Wisconsin","","131467.0","1840002493"
"Richfield","Richfield","43.2372","-88.2413","United States","US","USA","Wisconsin","","11696","1840002835"
"Waupun","Waupun","43.6314","-88.7379","United States","US","USA","Wisconsin","","11302.0","1840002600"
"Lake Mills","Lake Mills","43.0774","-88.9055","United States","US","USA","Wisconsin","","6799.0","1840003003"
"McFarland","McFarland","43.0190","-89.2920","United States","US","USA","Wisconsin","","8449","1840002914"
"Superior","Superior","46.6941","-92.0823","United States","US","USA","Wisconsin","","26194","1840038034"
"Green Bay","Green Bay","44.5150","-87.9896","United States","US","USA","Wisconsin","","208625.0","1840002344"
"Franklin","Franklin","42.8854","-88.0104","United States","US","USA","Wisconsin","","36143","1840003043"
"Delafield","Delafield","43.0720","-88.3913","United States","US","USA","Wisconsin","","7526","1840003017"
"New Richmond","New Richmond","45.1226","-92.5338","United States","US","USA","Wisconsin","","8859.0","1840002138"
"Portage","Portage","43.5490","-89.4659","United States","US","USA","Wisconsin","","10540.0","1840002712"
"Hudson","Hudson","44.9640","-92.7319","United States","US","USA","Wisconsin","","24133.0","1840002135"
"Wauwatosa","Wauwatosa","43.0615","-88.0347","United States","US","USA","Wisconsin","","48277","1840003033"
"Neenah","Neenah","44.1671","-88.4761","United States","US","USA","Wisconsin","","25951","1840002244"
"Somers","Somers","42.6411","-87.8919","United States","US","USA","Wisconsin","","8289","1840038024"
"River Falls","River Falls","44.8600","-92.6221","United States","US","USA","Wisconsin","","15873.0","1840002289"
"Milton","Milton","42.7752","-88.9431","United States","US","USA","Wisconsin","","5581","1840002473"
"Sturtevant","Sturtevant","42.7005","-87.9021","United States","US","USA","Wisconsin","","6967","1840002486"
"Plymouth","Plymouth","43.7451","-87.9655","United States","US","USA","Wisconsin","","8900.0","1840002626"
"Eau Claire","Eau Claire","44.8203","-91.4951","United States","US","USA","Wisconsin","","107068.0","1840002296"
"New Berlin","New Berlin","42.9726","-88.1291","United States","US","USA","Wisconsin","","39740","1840003025"
"Cedarburg","Cedarburg","43.2991","-87.9887","United States","US","USA","Wisconsin","","11465","1840002825"
"South Charleston","South Charleston","38.3482","-81.7110","United States","US","USA","West Virginia","","12493","1840006200"
"Buckhannon","Buckhannon","38.9927","-80.2279","United States","US","USA","West Virginia","","8560.0","1840005997"
"Point Pleasant","Point Pleasant","38.8529","-82.1303","United States","US","USA","West Virginia","","10708.0","1840006048"
"Clarksburg","Clarksburg","39.2863","-80.3230","United States","US","USA","West Virginia","","41453.0","1840005767"
"Wheeling","Wheeling","40.0755","-80.6951","United States","US","USA","West Virginia","","77206.0","1840005510"
"Hurricane","Hurricane","38.4294","-82.0170","United States","US","USA","West Virginia","","6542","1840006180"
"Martinsburg","Martinsburg","39.4582","-77.9776","United States","US","USA","West Virginia","","17404","1840005742"
"Fairmont","Fairmont","39.4768","-80.1491","United States","US","USA","West Virginia","","32988.0","1840005732"
"Logan","Logan","37.8509","-81.9857","United States","US","USA","West Virginia","","9299.0","1840006336"
"Dunbar","Dunbar","38.3688","-81.7345","United States","US","USA","West Virginia","","7338","1840006197"
"Beckley","Beckley","37.7878","-81.1841","United States","US","USA","West Virginia","","59629.0","1840006350"
"Saint Albans","Saint Albans","38.3769","-81.8198","United States","US","USA","West Virginia","","10265","1840006201"
"Huntington","Huntington","38.4109","-82.4344","United States","US","USA","West Virginia","","194155.0","1840006211"
"Charleston","Charleston","38.3484","-81.6323","United States","US","USA","West Virginia","admin","142858.0","1840006196"
"Grafton","Grafton","39.3409","-80.0162","United States","US","USA","West Virginia","","5823.0","1840005779"
"Morgantown","Morgantown","39.6380","-79.9468","United States","US","USA","West Virginia","","72453.0","1840005647"
"Parkersburg","Parkersburg","39.2623","-81.5419","United States","US","USA","West Virginia","","64253.0","1840005786"
"Keyser","Keyser","39.4394","-78.9822","United States","US","USA","West Virginia","","6571.0","1840005723"
"Lewisburg","Lewisburg","37.8096","-80.4327","United States","US","USA","West Virginia","","7099.0","1840006285"
"Bridgeport","Bridgeport","39.3037","-80.2476","United States","US","USA","West Virginia","","8635","1840005766"
"Ranson","Ranson","39.3250","-77.8666","United States","US","USA","West Virginia","","5173","1840038308"
"New Martinsville","New Martinsville","39.6636","-80.8569","United States","US","USA","West Virginia","","5876.0","1840005670"
"Weirton","Weirton","40.4060","-80.5671","United States","US","USA","West Virginia","","67082.0","1840005405"
"Princeton","Princeton","37.3688","-81.0961","United States","US","USA","West Virginia","","5822","1840006402"
"Bluefield","Bluefield","37.2605","-81.2155","United States","US","USA","West Virginia","","41653.0","1840006401"
"Oak Hill","Oak Hill","37.9844","-81.1277","United States","US","USA","West Virginia","","8338","1840006297"
"Elkins","Elkins","38.9237","-79.8541","United States","US","USA","West Virginia","","10988.0","1840005991"
"Moundsville","Moundsville","39.9221","-80.7422","United States","US","USA","West Virginia","","8494","1840005557"
"Charles Town","Charles Town","39.2746","-77.8632","United States","US","USA","West Virginia","","23806.0","1840005759"
"Nitro","Nitro","38.4119","-81.8194","United States","US","USA","West Virginia","","6561","1840006199"
"Shepherdstown","Shepherdstown","39.4318","-77.8048","United States","US","USA","West Virginia","","5045.0","1840005761"
"Vienna","Vienna","39.3238","-81.5383","United States","US","USA","West Virginia","","10370","1840005787"
"Honolulu","Honolulu","21.3294","-157.8460","United States","US","USA","Hawaii","admin","833671.0","1840013305"
"Tequesta","Tequesta","26.9618","-80.1011","United States","US","USA","Florida","","6094","1840018310"
"North Palm Beach","North Palm Beach","26.8217","-80.0574","United States","US","USA","Florida","","13057","1840018307"
"Keystone Heights","Keystone Heights","29.7810","-82.0339","United States","US","USA","Florida","","7134.0","1840015049"
"Miami Springs","Miami Springs","25.8195","-80.2895","United States","US","USA","Florida","","14424","1840015152"
"Bradenton","Bradenton","27.4900","-82.5743","United States","US","USA","Florida","","56508","1840014173"
"Lakeland","Lakeland","28.0557","-81.9543","United States","US","USA","Florida","","291281.0","1840015108"
"Winter Springs","Winter Springs","28.6890","-81.2708","United States","US","USA","Florida","","36635","1840015959"
"Mascotte","Mascotte","28.6110","-81.9107","United States","US","USA","Florida","","5616","1840015951"
"Miami Lakes","Miami Lakes","25.9125","-80.3214","United States","US","USA","Florida","","31087","1840017275"
"Estero","Estero","26.4277","-81.7951","United States","US","USA","Florida","","33048","1840013129"
"Ocala","Ocala","29.1803","-82.1495","United States","US","USA","Florida","","164712.0","1840015067"
"Ormond Beach","Ormond Beach","29.2960","-81.1003","United States","US","USA","Florida","","42816","1840015076"
"Dade City","Dade City","28.3569","-82.1942","United States","US","USA","Florida","","7134","1840015101"
"Lake Placid","Lake Placid","27.2970","-81.3717","United States","US","USA","Florida","","16683.0","1840017248"
"Brooksville","Brooksville","28.5403","-82.3902","United States","US","USA","Florida","","8147","1840014112"
"Daytona Beach","Daytona Beach","29.1995","-81.0982","United States","US","USA","Florida","","68055","1840015068"
"Pinellas Park","Pinellas Park","27.8588","-82.7076","United States","US","USA","Florida","","52854","1840015112"
"Wildwood","Wildwood","28.8003","-82.0051","United States","US","USA","Florida","","6831","1840015956"
